,PLAYER_ID_home,PLAYER_NAME_LAST_FIRST_home,TEAM_NAME_home,TEAM_ID_home,TEAM_ABBREVIATION_home,PASS_TYPE_home,G_home,PASS_TO_home,PASS_TEAMMATE_PLAYER_ID_home,FREQUENCY_home,PASS_home,AST_home,FGM_home,FGA_home,FG_PCT_home,FG2M_home,FG2A_home,FG2_PCT_home,FG3M_home,FG3A_home,FG3_PCT_home,GAME_ID,PLAYER_ID_away,PLAYER_NAME_LAST_FIRST_away,TEAM_NAME_away,TEAM_ID_away,TEAM_ABBREVIATION_away,PASS_TYPE_away,G_away,PASS_TO_away,PASS_TEAMMATE_PLAYER_ID_away,FREQUENCY_away,PASS_away,AST_away,FGM_away,FGA_away,FG_PCT_away,FG2M_away,FG2A_away,FG2_PCT_away,FG3M_away,FG3A_away,FG3_PCT_away,POSITION_home,mean_x,std_x,POSITION_away,mean_y,std_y
476,1628420,"Morris, Monte",Denver Nuggets,1610612743,DEN,made,1,"Grant, Jerami",203924,0.144098733,2,1,1,1,1,0,0,0,1,1,1,21900304,200765,"Rondo, Rajon",Los Angeles Lakers,1610612747,LAL,made,1,"James, LeBron",2544,2.125327582,13,0,0,4,0,0,1,0,0,3,0,Guard,0.075799272,0.077729536,Guard,0.075799272,0.077729536
477,1628420,"Morris, Monte",Denver Nuggets,1610612743,DEN,made,1,"Plumlee, Mason",203486,2.935830292,7,0,0,2,0,0,2,0,0,0,0,21900304,203584,"Daniels, Troy",Los Angeles Lakers,1610612747,LAL,made,1,"Caruso, Alex",1627936,0.632973384,1,0,0,0,0,0,0,0,0,0,0,Guard,0.075799272,0.077729536,Guard,0.075799272,0.077729536
478,1628420,"Morris, Monte",Denver Nuggets,1610612743,DEN,made,1,"Barton, Will",203115,1.816564644,5,0,0,1,0,0,1,0,0,0,0,21900304,203584,"Daniels, Troy",Los Angeles Lakers,1610612747,LAL,made,1,"Caldwell-Pope, Kentavious",203484,0.632973384,1,0,0,0,0,0,0,0,0,0,0,Guard,0.075799272,0.077729536,Guard,0.075799272,0.077729536
479,203486,"Plumlee, Mason",Denver Nuggets,1610612743,DEN,made,1,"Morris, Monte",1628420,1.401613556,6,1,2,2,1,1,1,1,1,1,1,21900304,203584,"Daniels, Troy",Los Angeles Lakers,1610612747,LAL,made,1,"Davis, Anthony",203076,0.632973384,1,0,0,0,0,0,0,0,0,0,0,Forward-Center,0.077637747,0.102997186,Guard,0.075799272,0.077729536
480,203486,"Plumlee, Mason",Denver Nuggets,1610612743,DEN,made,1,"Hernangomez, Juancho",1627823,0.323914214,3,0,0,1,0,0,1,0,0,0,0,21900304,203584,"Daniels, Troy",Los Angeles Lakers,1610612747,LAL,made,1,"Rondo, Rajon",200765,7.065534581,5,0,0,0,0,0,0,0,0,0,0,Forward-Center,0.077637747,0.102997186,Guard,0.075799272,0.077729536
481,203486,"Plumlee, Mason",Denver Nuggets,1610612743,DEN,made,1,"Murray, Jamal",1627750,1.042380442,5,0,1,2,0.5,1,2,0.5,0,0,0,21900304,2730,"Howard, Dwight",Los Angeles Lakers,1610612747,LAL,made,1,"Caruso, Alex",1627936,-0.159343391,1,0,0,0,0,0,0,0,0,0,0,Forward-Center,0.077637747,0.102997186,Center-Forward,0.083162047,0.101429038
482,203486,"Plumlee, Mason",Denver Nuggets,1610612743,DEN,made,1,"Beasley, Malik",1627736,1.401613556,6,1,1,4,0.25,1,3,0.333,0,1,0,21900304,2730,"Howard, Dwight",Los Angeles Lakers,1610612747,LAL,made,1,"Caldwell-Pope, Kentavious",203484,-0.159343391,1,0,0,1,0,0,0,0,0,1,0,Forward-Center,0.077637747,0.102997186,Center-Forward,0.083162047,0.101429038
483,203486,"Plumlee, Mason",Denver Nuggets,1610612743,DEN,made,1,"Grant, Jerami",203924,0.323914214,3,1,1,1,1,1,1,1,0,0,0,21900304,2730,"Howard, Dwight",Los Angeles Lakers,1610612747,LAL,made,1,"Rondo, Rajon",200765,4.435001671,8,0,1,3,0.333,1,3,0.333,0,0,0,Forward-Center,0.077637747,0.102997186,Center-Forward,0.083162047,0.101429038
484,203486,"Plumlee, Mason",Denver Nuggets,1610612743,DEN,made,1,"Barton, Will",203115,0.683147328,4,0,0,0,0,0,0,0,0,0,0,21900304,2730,"Howard, Dwight",Los Angeles Lakers,1610612747,LAL,made,1,"James, LeBron",2544,2.463179756,5,0,0,0,0,0,0,0,0,0,0,Forward-Center,0.077637747,0.102997186,Center-Forward,0.083162047,0.101429038
221,203076,"Davis, Anthony",Los Angeles Lakers,1610612747,LAL,made,1,"Kuzma, Kyle",1628398,-0.122699928,3,1,1,1,1,1,1,1,0,0,0,21900443,1627750,"Murray, Jamal",Denver Nuggets,1610612743,DEN,made,1,"Porter Jr., Michael",1629008,-0.756459835,1,0,0,1,0,0,1,0,0,0,0,Forward-Center,0.077637747,0.102997186,Guard,0.075799272,0.077729536
222,203076,"Davis, Anthony",Los Angeles Lakers,1610612747,LAL,made,1,"Caruso, Alex",1627936,0.09089814,4,0,0,0,0,0,0,0,0,0,0,21900443,1627750,"Murray, Jamal",Denver Nuggets,1610612743,DEN,made,1,"Morris, Monte",1628420,-0.319045673,3,1,1,1,1,0,0,0,1,1,1,Forward-Center,0.077637747,0.102997186,Guard,0.075799272,0.077729536
223,203076,"Davis, Anthony",Los Angeles Lakers,1610612747,LAL,made,1,"Daniels, Troy",203584,-0.54018706,1,0,0,0,0,0,0,0,0,0,0,21900443,1627750,"Murray, Jamal",Denver Nuggets,1610612743,DEN,made,1,"Beasley, Malik",1627736,-0.537752754,2,0,1,1,1,0,0,0,1,1,1,Forward-Center,0.077637747,0.102997186,Guard,0.075799272,0.077729536
224,203076,"Davis, Anthony",Los Angeles Lakers,1610612747,LAL,made,1,"Caldwell-Pope, Kentavious",203484,-0.122699928,3,0,0,0,0,0,0,0,0,0,0,21900443,1627750,"Murray, Jamal",Denver Nuggets,1610612743,DEN,made,1,"Jokic, Nikola",203999,5.560315261,30,3,3,4,0.75,2,3,0.667,1,1,1,Forward-Center,0.077637747,0.102997186,Guard,0.075799272,0.077729536
225,203076,"Davis, Anthony",Los Angeles Lakers,1610612747,LAL,made,1,"Bradley, Avery",202340,0.09089814,4,0,0,1,0,0,1,0,0,0,0,21900443,1627750,"Murray, Jamal",Denver Nuggets,1610612743,DEN,made,1,"Grant, Jerami",203924,-0.319045673,3,0,0,1,0,0,1,0,0,0,0,Forward-Center,0.077637747,0.102997186,Guard,0.075799272,0.077729536
226,203076,"Davis, Anthony",Los Angeles Lakers,1610612747,LAL,made,1,"Green, Danny",201980,-0.122699928,3,0,0,0,0,0,0,0,0,0,0,21900443,1627750,"Murray, Jamal",Denver Nuggets,1610612743,DEN,made,1,"Harris, Gary",203914,-0.537752754,2,0,0,1,0,0,0,0,0,1,0,Forward-Center,0.077637747,0.102997186,Guard,0.075799272,0.077729536
